2025-03-06 11:53:04,011 - Starting age/gender estimation for redis_key: 42465f204cf78ccaa3f599dce92e717c with backend: centerface
2025-03-06 11:53:05,040 - Age/gender analysis completed in 1.02672 seconds
2025-03-06 11:53:05,316 - Age/gender estimation completed in 1.305304 seconds
2025-03-06 11:53:06,208 - Starting age/gender estimation for redis_key: c5b0787bf9bb4d030fe0e0b15d97aadb with backend: centerface
2025-03-06 11:53:07,312 - Age/gender analysis completed in 1.098751 seconds
2025-03-06 11:53:07,583 - Age/gender estimation completed in 1.374722 seconds
2025-03-06 11:53:08,464 - Starting age/gender estimation for redis_key: 5ede97d55c8ced4bc1d1167091258399 with backend: centerface
2025-03-06 11:53:09,639 - Age/gender analysis completed in 1.167491 seconds
2025-03-06 11:53:09,907 - Age/gender estimation completed in 1.443833 seconds
2025-03-06 11:54:12,791 - Starting age/gender estimation for redis_key: 20c5aa03310b6447268a2b8be13e4584 with backend: yunet
2025-03-06 11:54:21,945 - Age/gender analysis completed in 9.151592 seconds
2025-03-06 11:54:43,249 - Age/gender estimation completed in 30.457949 seconds
2025-03-06 11:54:44,126 - Starting age/gender estimation for redis_key: 63fba3ffefff7e99be8e460ee7451b28 with backend: yunet
2025-03-06 11:54:44,997 - Age/gender analysis completed in 0.864214 seconds
2025-03-06 11:54:45,281 - Age/gender estimation completed in 1.154773 seconds
2025-03-06 11:54:46,132 - Starting age/gender estimation for redis_key: 42465f204cf78ccaa3f599dce92e717c with backend: yunet
2025-03-06 11:54:46,414 - Age/gender analysis completed in 0.279119 seconds
2025-03-06 11:54:46,683 - Age/gender estimation completed in 0.550985 seconds
2025-03-06 11:54:47,561 - Starting age/gender estimation for redis_key: c5b0787bf9bb4d030fe0e0b15d97aadb with backend: yunet
2025-03-06 11:54:47,856 - Age/gender analysis completed in 0.289909 seconds
2025-03-06 11:54:48,138 - Age/gender estimation completed in 0.577303 seconds
2025-03-06 11:54:49,033 - Starting age/gender estimation for redis_key: 5ede97d55c8ced4bc1d1167091258399 with backend: yunet
2025-03-06 11:54:49,310 - Age/gender analysis completed in 0.270787 seconds
2025-03-06 11:54:49,590 - Age/gender estimation completed in 0.557932 seconds
2025-03-06 11:56:52,237 - Starting age/gender estimation for redis_key: 20c5aa03310b6447268a2b8be13e4584 with backend: mediapipe
2025-03-06 11:56:52,241 - Error in Age/Gender Service: MediaPipe is an optional detector, ensure the library is installed. Please install using 'pip install mediapipe'
2025-03-06 12:13:54,518 - Starting age/gender estimation for redis_key: 20c5aa03310b6447268a2b8be13e4584 with backend: yunet
2025-03-06 12:13:56,893 - Age/gender analysis completed in 2.371612 seconds
2025-03-06 12:14:18,220 - Age/gender estimation completed in 23.702029 seconds
2025-03-06 12:14:19,096 - Starting age/gender estimation for redis_key: 63fba3ffefff7e99be8e460ee7451b28 with backend: yunet
2025-03-06 12:14:19,866 - Age/gender analysis completed in 0.76432 seconds
2025-03-06 12:14:20,137 - Age/gender estimation completed in 1.041623 seconds
2025-03-06 12:14:20,979 - Starting age/gender estimation for redis_key: 42465f204cf78ccaa3f599dce92e717c with backend: yunet
2025-03-06 12:14:21,224 - Age/gender analysis completed in 0.239027 seconds
2025-03-06 12:14:21,496 - Age/gender estimation completed in 0.516267 seconds
2025-03-06 12:14:22,392 - Starting age/gender estimation for redis_key: c5b0787bf9bb4d030fe0e0b15d97aadb with backend: yunet
2025-03-06 12:14:22,650 - Age/gender analysis completed in 0.252122 seconds
2025-03-06 12:14:22,925 - Age/gender estimation completed in 0.532656 seconds
2025-03-06 12:14:23,818 - Starting age/gender estimation for redis_key: 5ede97d55c8ced4bc1d1167091258399 with backend: yunet
2025-03-06 12:14:24,072 - Age/gender analysis completed in 0.247458 seconds
2025-03-06 12:14:24,347 - Age/gender estimation completed in 0.528334 seconds
